# wave       flux     unc      tunc
  2.45675     4.95     0.03     0.03
  2.45688     4.94     0.03     0.03
  2.45700     4.93     0.03     0.03
  2.45713     4.92     0.03     0.03
  2.45725     4.91     0.03     0.03
  2.45738     4.89     0.03     0.03
  2.45750     4.88     0.03     0.03
  2.45763     4.87     0.03     0.03
  2.45775     4.86     0.03     0.03
  2.45788     4.86     0.03     0.03
  2.45800     4.85     0.03     0.03
  2.45813     4.85     0.03     0.03
  2.45825     4.85     0.03     0.03
  2.45838     4.85     0.03     0.03
  2.45850     4.85     0.03     0.03
  2.45863     4.84     0.03     0.03
  2.45875     4.84     0.03     0.03
  2.45888     4.84     0.03     0.03
  2.45900     4.84     0.03     0.03
  2.45913     4.83     0.03     0.03
  2.45925     4.82     0.03     0.03
  2.45938     4.82     0.03     0.03
  2.45950     4.82     0.03     0.03
  2.45963     4.82     0.03     0.03
  2.45975     4.82     0.03     0.03
  2.45988     4.81     0.03     0.03
  2.46000     4.82     0.03     0.03
  2.46013     4.82     0.03     0.03
  2.46025     4.82     0.03     0.03
  2.46038     4.83     0.03     0.03
  2.46050     4.83     0.03     0.03
  2.46063     4.83     0.03     0.03
  2.46075     4.84     0.03     0.03
  2.46088     4.85     0.03     0.03
  2.46100     4.85     0.03     0.03
  2.46113     4.86     0.03     0.03
  2.46125     4.86     0.03     0.03
  2.46138     4.88     0.03     0.03
  2.46150     4.88     0.03     0.03
  2.46163     4.89     0.03     0.03
  2.46175     4.90     0.03     0.03
  2.46188     4.91     0.03     0.03
  2.46200     4.91     0.03     0.03
  2.46213     4.92     0.03     0.03
  2.46225     4.92     0.03     0.03
  2.46238     4.93     0.03     0.03
  2.46250     4.93     0.03     0.03
  2.46263     4.93     0.03     0.03
  2.46275     4.92     0.03     0.03
  2.46288     4.92     0.03     0.03
  2.46300     4.92     0.03     0.03
  2.46313     4.92     0.03     0.03
  2.46325     4.92     0.03     0.03
  2.46338     4.92     0.03     0.03
  2.46350     4.92     0.03     0.03
  2.46363     4.92     0.03     0.03
  2.46375     4.92     0.03     0.03
  2.46388     4.92     0.03     0.03
  2.46400     4.92     0.03     0.03
  2.46413     4.92     0.03     0.03
  2.46425     4.91     0.03     0.03
  2.46438     4.90     0.03     0.03
  2.46450     4.89     0.03     0.03
  2.46463     4.89     0.03     0.03
  2.46475     4.87     0.03     0.03
  2.46488     4.87     0.03     0.03
  2.46500     4.85     0.03     0.03
  2.46513     4.85     0.03     0.03
  2.46525     4.84     0.03     0.03
  2.46538     4.84     0.03     0.03
  2.46550     4.83     0.03     0.03
  2.46563     4.83     0.03     0.03
  2.46575     4.83     0.03     0.03
  2.46588     4.84     0.03     0.03
  2.46600     4.84     0.03     0.03
  2.46613     4.85     0.03     0.03
  2.46625     4.84     0.03     0.03
  2.46638     4.84     0.03     0.03
  2.46650     4.85     0.03     0.03
  2.46663     4.85     0.03     0.03
  2.46675     4.84     0.03     0.03
  2.46688     4.84     0.03     0.03
  2.46700     4.84     0.03     0.03
  2.46713     4.84     0.03     0.03
  2.46725     4.84     0.03     0.03
  2.46738     4.84     0.03     0.03
  2.46750     4.84     0.03     0.03
  2.46763     4.83     0.03     0.03
  2.46775     4.83     0.03     0.03
  2.46788     4.83     0.03     0.03
  2.46800     4.83     0.03     0.03
  2.46813     4.83     0.03     0.03
  2.46825     4.83     0.03     0.03
  2.46838     4.83     0.03     0.03
  2.46850     4.83     0.03     0.03
  2.46863     4.84     0.03     0.03
  2.46875     4.84     0.03     0.03
  2.46888     4.84     0.03     0.03
  2.46900     4.85     0.03     0.03
  2.46913     4.86     0.03     0.03
  2.46925     4.87     0.03     0.03
  2.46938     4.88     0.03     0.03
  2.46950     4.90     0.03     0.03
  2.46963     4.90     0.03     0.03
  2.46975     4.91     0.03     0.03
  2.46988     4.92     0.03     0.03
  2.47000     4.93     0.03     0.03
  2.47013     4.93     0.03     0.03
  2.47025     4.93     0.03     0.03
  2.47038     4.94     0.03     0.03
  2.47050     4.94     0.03     0.03
  2.47063     4.94     0.03     0.03
  2.47075     4.93     0.03     0.03
  2.47088     4.93     0.03     0.03
  2.47100     4.92     0.03     0.03
  2.47113     4.92     0.03     0.03
  2.47125     4.91     0.03     0.03
  2.47138     4.90     0.03     0.03
  2.47150     4.88     0.03     0.03
  2.47163     4.86     0.03     0.03
  2.47175     4.85     0.03     0.03
  2.47188     4.84     0.03     0.03
  2.47200     4.82     0.03     0.03
  2.47213     4.82     0.03     0.03
  2.47225     4.82     0.03     0.03
  2.47238     4.82     0.03     0.03
  2.47250     4.82     0.03     0.03
  2.47263     4.82     0.03     0.03
  2.47275     4.83     0.03     0.03
  2.47288     4.83     0.03     0.03
  2.47300     4.83     0.03     0.03
  2.47313     4.83     0.03     0.03
  2.47325     4.83     0.03     0.03
  2.47338     4.83     0.03     0.03
  2.47350     4.82     0.03     0.03
  2.47363     4.81     0.03     0.03
  2.47375     4.80     0.03     0.03
  2.47388     4.79     0.03     0.03
  2.47400     4.79     0.03     0.03
  2.47413     4.78     0.03     0.03
  2.47425     4.77     0.03     0.03
  2.47438     4.77     0.03     0.03
  2.47450     4.77     0.03     0.03
  2.47463     4.78     0.03     0.03
  2.47475     4.79     0.03     0.03
  2.47488     4.80     0.03     0.03
  2.47500     4.82     0.03     0.03
  2.47513     4.84     0.03     0.03
  2.47525     4.85     0.03     0.03
  2.47538     4.87     0.03     0.03
  2.47550     4.88     0.03     0.03
  2.47563     4.89     0.03     0.03
  2.47575     4.91     0.03     0.03
  2.47588     4.91     0.03     0.03
  2.47600     4.92     0.03     0.03
  2.47613     4.92     0.03     0.03
  2.47625     4.92     0.03     0.03
  2.47638     4.91     0.03     0.03
  2.47650     4.91     0.03     0.03
  2.47663     4.90     0.03     0.03
  2.47675     4.90     0.03     0.03
  2.47688     4.89     0.03     0.03
  2.47700     4.88     0.03     0.03
  2.47713     4.87     0.03     0.03
  2.47725     4.86     0.03     0.03
  2.47738     4.86     0.03     0.03
  2.47750     4.86     0.03     0.03
  2.47763     4.85     0.03     0.03
  2.47775     4.85     0.03     0.03
  2.47788     4.85     0.03     0.03
  2.47800     4.85     0.03     0.03
  2.47813     4.85     0.03     0.03
  2.47825     4.85     0.03     0.03
  2.47838     4.86     0.03     0.03
  2.47850     4.86     0.03     0.03
  2.47863     4.87     0.03     0.03
  2.47875     4.87     0.03     0.03
  2.47888     4.87     0.03     0.03
  2.47900     4.86     0.03     0.03
  2.47913     4.86     0.03     0.03
  2.47925     4.86     0.03     0.03
  2.47938     4.85     0.03     0.03
  2.47950     4.85     0.03     0.03
  2.47963     4.84     0.03     0.03
  2.47975     4.84     0.03     0.03
  2.47988     4.85     0.03     0.03
  2.48000     4.85     0.03     0.03
  2.48013     4.86     0.03     0.03
  2.48025     4.86     0.03     0.03
  2.48038     4.87     0.03     0.03
  2.48050     4.87     0.03     0.03
  2.48063     4.87     0.03     0.03
  2.48075     4.87     0.03     0.03
  2.48088     4.87     0.03     0.03
  2.48100     4.87     0.03     0.03
  2.48113     4.87     0.03     0.03
  2.48125     4.86     0.03     0.03
  2.48138     4.85     0.03     0.03
  2.48150     4.84     0.03     0.03
  2.48163     4.83     0.03     0.03
  2.48175     4.82     0.03     0.03
  2.48188     4.81     0.03     0.03
  2.48200     4.80     0.03     0.03
  2.48213     4.80     0.03     0.03
  2.48225     4.79     0.03     0.03
  2.48238     4.79     0.03     0.03
  2.48250     4.79     0.03     0.03
  2.48263     4.78     0.03     0.03
  2.48275     4.78     0.03     0.03
  2.48288     4.78     0.03     0.03
  2.48300     4.78     0.03     0.03
  2.48313     4.78     0.03     0.03
  2.48325     4.79     0.03     0.03
  2.48338     4.79     0.03     0.03
  2.48350     4.80     0.03     0.03
  2.48363     4.80     0.03     0.03
  2.48375     4.81     0.03     0.03
  2.48388     4.81     0.03     0.03
  2.48400     4.82     0.03     0.03
  2.48413     4.83     0.03     0.03
  2.48425     4.84     0.03     0.03
  2.48438     4.85     0.03     0.03
  2.48450     4.86     0.03     0.03
  2.48463     4.86     0.03     0.03
  2.48475     4.86     0.03     0.03
  2.48488     4.86     0.03     0.03
  2.48500     4.86     0.03     0.03
  2.48513     4.86     0.03     0.03
  2.48525     4.86     0.03     0.03
  2.48538     4.85     0.03     0.03
  2.48550     4.84     0.03     0.03
  2.48563     4.83     0.03     0.03
  2.48575     4.82     0.03     0.03
  2.48588     4.81     0.03     0.03
  2.48600     4.80     0.03     0.03
  2.48613     4.80     0.03     0.03
  2.48625     4.79     0.03     0.03
  2.48638     4.79     0.03     0.03
  2.48650     4.79     0.03     0.03
  2.48663     4.79     0.03     0.03
  2.48675     4.80     0.03     0.03
  2.48688     4.81     0.03     0.03
  2.48700     4.83     0.03     0.03
  2.48713     4.83     0.03     0.03
  2.48725     4.84     0.03     0.03
  2.48738     4.86     0.03     0.03
  2.48750     4.86     0.03     0.03
  2.48763     4.87     0.03     0.03
  2.48775     4.88     0.03     0.03
  2.48788     4.88     0.03     0.03
  2.48800     4.88     0.03     0.03
  2.48813     4.87     0.03     0.03
  2.48825     4.87     0.03     0.03
  2.48838     4.86     0.03     0.03
  2.48850     4.85     0.03     0.03
  2.48863     4.83     0.03     0.03
  2.48875     4.83     0.03     0.03
  2.48888     4.81     0.03     0.03
  2.48900     4.81     0.03     0.03
  2.48913     4.79     0.03     0.03
  2.48925     4.79     0.03     0.03
  2.48938     4.79     0.03     0.03
  2.48950     4.78     0.03     0.03
  2.48963     4.77     0.03     0.03
  2.48975     4.77     0.03     0.03
  2.48988     4.77     0.03     0.03
  2.49000     4.77     0.03     0.03
  2.49013     4.77     0.03     0.03
  2.49025     4.77     0.03     0.03
  2.49038     4.77     0.03     0.03
  2.49050     4.77     0.03     0.03
  2.49063     4.77     0.03     0.03
  2.49075     4.77     0.03     0.03
  2.49088     4.77     0.03     0.03
  2.49100     4.77     0.03     0.03
  2.49113     4.77     0.03     0.03
  2.49125     4.78     0.03     0.03
  2.49138     4.78     0.03     0.03
  2.49150     4.78     0.03     0.03
  2.49163     4.79     0.03     0.03
  2.49175     4.79     0.03     0.03
  2.49188     4.79     0.03     0.03
  2.49200     4.80     0.03     0.03
  2.49213     4.80     0.03     0.03
  2.49225     4.80     0.03     0.03
  2.49238     4.80     0.03     0.03
  2.49250     4.80     0.03     0.03
  2.49263     4.79     0.03     0.03
  2.49275     4.79     0.03     0.03
  2.49288     4.79     0.03     0.03
  2.49300     4.79     0.03     0.03
  2.49313     4.79     0.03     0.03
  2.49325     4.80     0.03     0.03
  2.49338     4.80     0.03     0.03
  2.49350     4.80     0.03     0.03
  2.49363     4.82     0.03     0.03
  2.49375     4.82     0.03     0.03
  2.49388     4.83     0.03     0.03
  2.49400     4.83     0.03     0.03
  2.49413     4.85     0.03     0.03
  2.49425     4.85     0.03     0.03
  2.49438     4.86     0.03     0.03
  2.49450     4.87     0.03     0.03
  2.49463     4.88     0.03     0.03
  2.49475     4.88     0.03     0.03
  2.49488     4.89     0.03     0.03
  2.49500     4.90     0.03     0.03
  2.49513     4.90     0.03     0.03
  2.49525     4.91     0.03     0.03
  2.49538     4.91     0.03     0.03
  2.49550     4.90     0.03     0.03
  2.49563     4.89     0.03     0.03
  2.49575     4.89     0.03     0.03
  2.49588     4.87     0.03     0.03
  2.49600     4.87     0.03     0.03
  2.49613     4.85     0.03     0.03
  2.49625     4.85     0.03     0.03
  2.49638     4.84     0.03     0.03
  2.49650     4.83     0.03     0.03
  2.49663     4.83     0.03     0.03
  2.49675     4.82     0.03     0.03
  2.49688     4.81     0.03     0.03
  2.49700     4.81     0.03     0.03
  2.49713     4.81     0.03     0.03
  2.49725     4.81     0.03     0.03
  2.49738     4.82     0.03     0.03
  2.49750     4.82     0.03     0.03
  2.49763     4.83     0.03     0.03
  2.49775     4.84     0.03     0.03
  2.49788     4.85     0.03     0.03
  2.49800     4.86     0.03     0.03
  2.49813     4.87     0.03     0.03
  2.49825     4.88     0.03     0.03
  2.49838     4.89     0.03     0.03
  2.49850     4.89     0.03     0.03
  2.49863     4.89     0.03     0.03
  2.49875     4.90     0.03     0.03
  2.49888     4.90     0.03     0.03
  2.49900     4.90     0.03     0.03
  2.49913     4.90     0.03     0.03
  2.49925     4.90     0.03     0.03
  2.49938     4.90     0.03     0.03
  2.49950     4.90     0.03     0.03
  2.49963     4.90     0.03     0.03
  2.49975     4.90     0.03     0.03
  2.49988     4.90     0.03     0.03
  2.50000     4.91     0.03     0.03
  2.50013     4.91     0.03     0.03
  2.50025     4.91     0.03     0.03
  2.50038     4.91     0.03     0.03
  2.50050     4.91     0.03     0.03
  2.50063     4.90     0.03     0.03
  2.50075     4.89     0.03     0.03
  2.50088     4.89     0.03     0.03
  2.50100     4.87     0.03     0.03
  2.50113     4.87     0.03     0.03
  2.50125     4.85     0.03     0.03
  2.50138     4.84     0.03     0.03
  2.50150     4.83     0.03     0.03
  2.50163     4.82     0.03     0.03
  2.50175     4.81     0.03     0.03
  2.50188     4.80     0.03     0.03
  2.50200     4.79     0.03     0.03
  2.50213     4.78     0.03     0.03
  2.50225     4.78     0.03     0.03
  2.50238     4.77     0.03     0.03
  2.50250     4.76     0.03     0.03
  2.50263     4.76     0.03     0.03
  2.50275     4.75     0.03     0.03
  2.50288     4.75     0.03     0.03
  2.50300     4.75     0.03     0.03
  2.50313     4.75     0.03     0.03
  2.50325     4.75     0.03     0.03
  2.50338     4.75     0.03     0.03
  2.50350     4.75     0.03     0.03
  2.50363     4.74     0.03     0.03
  2.50375     4.74     0.03     0.03
  2.50388     4.73     0.03     0.03
  2.50400     4.73     0.03     0.03
  2.50413     4.73     0.03     0.03
  2.50425     4.73     0.03     0.03
  2.50438     4.73     0.03     0.03
  2.50450     4.73     0.03     0.03
  2.50463     4.73     0.03     0.03
  2.50475     4.74     0.03     0.03
  2.50488     4.74     0.03     0.03
  2.50500     4.74     0.03     0.03
  2.50513     4.75     0.03     0.03
  2.50525     4.76     0.03     0.03
  2.50538     4.76     0.03     0.03
  2.50550     4.77     0.03     0.03
  2.50563     4.77     0.03     0.03
  2.50575     4.77     0.03     0.03
  2.50588     4.78     0.03     0.03
  2.50600     4.78     0.03     0.03
  2.50613     4.78     0.03     0.03
  2.50625     4.78     0.03     0.03
  2.50638     4.78     0.03     0.03
  2.50650     4.77     0.03     0.03
  2.50663     4.76     0.03     0.03
  2.50675     4.76     0.03     0.03
  2.50688     4.75     0.03     0.03
  2.50700     4.74     0.03     0.03
  2.50713     4.73     0.03     0.03
  2.50725     4.72     0.03     0.03
  2.50738     4.71     0.03     0.03
  2.50750     4.70     0.03     0.03
  2.50763     4.70     0.03     0.03
  2.50775     4.69     0.03     0.03
  2.50788     4.69     0.03     0.03
  2.50800     4.68     0.03     0.03
  2.50813     4.68     0.03     0.03
  2.50825     4.68     0.03     0.03
  2.50838     4.68     0.03     0.03
  2.50850     4.68     0.03     0.03
  2.50863     4.68     0.03     0.03
  2.50875     4.68     0.03     0.03
  2.50888     4.68     0.03     0.03
  2.50900     4.68     0.03     0.03
  2.50913     4.68     0.03     0.03
  2.50925     4.68     0.03     0.03
  2.50938     4.68     0.03     0.03
  2.50950     4.67     0.03     0.03
  2.50963     4.68     0.03     0.03
  2.50975     4.68     0.03     0.03
  2.50988     4.68     0.03     0.03
  2.51000     4.69     0.03     0.03
  2.51013     4.69     0.03     0.03
  2.51025     4.69     0.03     0.03
  2.51038     4.69     0.03     0.03
  2.51050     4.69     0.03     0.03
  2.51063     4.69     0.03     0.03
  2.51075     4.69     0.03     0.03
  2.51088     4.70     0.03     0.03
  2.51100     4.70     0.03     0.03
  2.51113     4.70     0.03     0.03
  2.51125     4.70     0.03     0.03
  2.51138     4.70     0.03     0.03
  2.51150     4.69     0.03     0.03
  2.51163     4.68     0.03     0.03
  2.51175     4.67     0.03     0.03
  2.51188     4.66     0.03     0.03
  2.51200     4.64     0.03     0.03
