# wave       flux     unc      tunc
  6.76900    21.15     0.66     0.66
  6.76950    21.14     0.66     0.66
  6.77000    21.12     0.66     0.66
  6.77050    21.10     0.66     0.66
  6.77100    21.08     0.64     0.64
  6.77150    21.06     0.64     0.64
  6.77200    21.06     0.64     0.64
  6.77250    21.05     0.64     0.64
  6.77300    21.05     0.64     0.64
  6.77350    21.05     0.64     0.64
  6.77400    21.05     0.64     0.64
  6.77450    21.05     0.65     0.65
  6.77500    21.05     0.65     0.65
  6.77550    21.03     0.65     0.65
  6.77600    21.01     0.65     0.65
  6.77650    20.96     0.65     0.65
  6.77700    20.92     0.65     0.65
  6.77750    20.87     0.65     0.65
  6.77800    20.81     0.65     0.65
  6.77850    20.75     0.65     0.65
  6.77900    20.68     0.65     0.65
  6.77950    20.61     0.65     0.65
  6.78000    20.56     0.65     0.65
  6.78050    20.53     0.65     0.65
  6.78100    20.50     0.65     0.65
  6.78150    20.50     0.65     0.65
  6.78200    20.52     0.65     0.65
  6.78250    20.55     0.65     0.65
  6.78300    20.62     0.65     0.65
  6.78350    20.68     0.65     0.65
  6.78400    20.75     0.65     0.65
  6.78450    20.85     0.65     0.65
  6.78500    20.95     0.65     0.65
  6.78550    21.05     0.65     0.65
  6.78600    21.14     0.65     0.65
  6.78650    21.21     0.65     0.65
  6.78700    21.29     0.65     0.65
  6.78750    21.33     0.65     0.65
  6.78800    21.35     0.65     0.65
  6.78850    21.36     0.64     0.64
  6.78900    21.35     0.64     0.64
  6.78950    21.33     0.64     0.64
  6.79000    21.31     0.64     0.64
  6.79050    21.29     0.64     0.64
  6.79100    21.26     0.64     0.64
  6.79150    21.24     0.64     0.64
  6.79200    21.23     0.64     0.64
  6.79250    21.21     0.64     0.64
  6.79300    21.19     0.64     0.64
  6.79350    21.17     0.64     0.64
  6.79400    21.17     0.64     0.64
  6.79450    21.16     0.64     0.64
  6.79500    21.15     0.64     0.64
  6.79550    21.15     0.64     0.64
  6.79600    21.16     0.64     0.64
  6.79650    21.17     0.64     0.64
  6.79700    21.19     0.64     0.64
  6.79750    21.21     0.64     0.64
  6.79800    21.22     0.64     0.64
  6.79850    21.21     0.64     0.64
  6.79900    21.21     0.64     0.64
  6.79950    21.19     0.64     0.64
  6.80000    21.16     0.64     0.64
  6.80050    21.12     0.64     0.64
  6.80100    21.09     0.64     0.64
  6.80150    21.07     0.64     0.64
  6.80200    21.07     0.64     0.64
  6.80250    21.08     0.64     0.64
  6.80300    21.10     0.64     0.64
  6.80350    21.14     0.64     0.64
  6.80400    21.18     0.64     0.64
  6.80450    21.22     0.64     0.64
  6.80500    21.26     0.64     0.64
  6.80550    21.30     0.64     0.64
  6.80600    21.34     0.64     0.64
  6.80650    21.36     0.64     0.64
  6.80700    21.38     0.64     0.64
  6.80750    21.41     0.64     0.64
  6.80800    21.42     0.63     0.63
  6.80850    21.44     0.63     0.63
  6.80900    21.44     0.63     0.63
  6.80950    21.45     0.63     0.63
  6.81000    21.44     0.63     0.63
  6.81050    21.43     0.63     0.63
  6.81100    21.42     0.63     0.63
  6.81150    21.42     0.63     0.63
  6.81200    21.41     0.63     0.63
  6.81250    21.39     0.63     0.63
  6.81300    21.37     0.63     0.63
  6.81350    21.36     0.63     0.63
  6.81400    21.34     0.63     0.63
  6.81450    21.33     0.63     0.63
  6.81500    21.31     0.63     0.63
  6.81550    21.29     0.63     0.63
  6.81600    21.26     0.63     0.63
  6.81650    21.24     0.63     0.63
  6.81700    21.22     0.63     0.63
  6.81750    21.22     0.63     0.63
  6.81800    21.22     0.63     0.63
  6.81850    21.24     0.63     0.63
  6.81900    21.25     0.63     0.63
  6.81950    21.29     0.63     0.63
  6.82000    21.33     0.63     0.63
  6.82050    21.38     0.63     0.63
  6.82100    21.44     0.63     0.63
  6.82150    21.50     0.63     0.63
  6.82200    21.56     0.63     0.63
  6.82250    21.61     0.63     0.63
  6.82300    21.67     0.63     0.63
  6.82350    21.69     0.63     0.63
  6.82400    21.73     0.63     0.63
  6.82450    21.75     0.63     0.63
  6.82500    21.76     0.63     0.63
  6.82550    21.76     0.63     0.63
  6.82600    21.74     0.63     0.63
  6.82650    21.72     0.63     0.63
  6.82700    21.69     0.63     0.63
  6.82750    21.64     0.63     0.63
  6.82800    21.61     0.63     0.63
  6.82850    21.58     0.63     0.63
  6.82900    21.56     0.63     0.63
  6.82950    21.54     0.63     0.63
  6.83000    21.55     0.64     0.64
  6.83050    21.55     0.64     0.64
  6.83100    21.57     0.64     0.64
  6.83150    21.59     0.64     0.64
  6.83200    21.63     0.64     0.64
  6.83250    21.67     0.64     0.64
  6.83300    21.71     0.64     0.64
  6.83350    21.75     0.64     0.64
  6.83400    21.81     0.64     0.64
  6.83450    21.85     0.64     0.64
  6.83500    21.90     0.64     0.64
  6.83550    21.95     0.64     0.64
  6.83600    22.00     0.64     0.64
  6.83650    22.04     0.64     0.64
  6.83700    22.10     0.62     0.62
  6.83750    22.12     0.62     0.62
  6.83800    22.14     0.63     0.63
  6.83850    22.16     0.63     0.63
  6.83900    22.16     0.63     0.63
  6.83950    22.17     0.63     0.63
  6.84000    22.16     0.63     0.63
  6.84050    22.15     0.63     0.63
  6.84100    22.15     0.63     0.63
  6.84150    22.16     0.63     0.63
  6.84200    22.17     0.63     0.63
  6.84250    22.19     0.63     0.63
  6.84300    22.22     0.63     0.63
  6.84350    22.24     0.63     0.63
  6.84400    22.26     0.63     0.63
  6.84450    22.29     0.63     0.63
  6.84500    22.31     0.63     0.63
  6.84550    22.34     0.63     0.63
  6.84600    22.35     0.63     0.63
  6.84650    22.37     0.63     0.63
  6.84700    22.40     0.63     0.63
  6.84750    22.41     0.63     0.63
  6.84800    22.43     0.63     0.63
  6.84850    22.45     0.63     0.63
  6.84900    22.45     0.63     0.63
  6.84950    22.44     0.63     0.63
  6.85000    22.44     0.63     0.63
  6.85050    22.40     0.63     0.63
  6.85100    22.36     0.63     0.63
  6.85150    22.32     0.63     0.63
  6.85200    22.27     0.63     0.63
  6.85250    22.24     0.63     0.63
  6.85300    22.22     0.63     0.63
  6.85350    22.21     0.63     0.63
  6.85400    22.22     0.63     0.63
  6.85450    22.23     0.63     0.63
  6.85500    22.26     0.63     0.63
  6.85550    22.30     0.63     0.63
  6.85600    22.34     0.63     0.63
  6.85650    22.38     0.63     0.63
  6.85700    22.41     0.63     0.63
  6.85750    22.44     0.63     0.63
  6.85800    22.44     0.63     0.63
  6.85850    22.42     0.63     0.63
  6.85900    22.39     0.63     0.63
  6.85950    22.36     0.63     0.63
  6.86000    22.30     0.63     0.63
  6.86050    22.25     0.63     0.63
  6.86100    22.20     0.63     0.63
  6.86150    22.16     0.63     0.63
  6.86200    22.13     0.63     0.63
  6.86250    22.12     0.63     0.63
  6.86300    22.11     0.63     0.63
  6.86350    22.12     0.63     0.63
  6.86400    22.12     0.63     0.63
  6.86450    22.14     0.63     0.63
  6.86500    22.15     0.63     0.63
  6.86550    22.14     0.63     0.63
  6.86600    22.15     0.63     0.63
  6.86650    22.13     0.63     0.63
  6.86700    22.12     0.63     0.63
  6.86750    22.10     0.63     0.63
  6.86800    22.09     0.63     0.63
  6.86850    22.08     0.63     0.63
  6.86900    22.10     0.63     0.63
  6.86950    22.13     0.63     0.63
  6.87000    22.17     0.63     0.63
  6.87050    22.24     0.63     0.63
  6.87100    22.30     0.63     0.63
  6.87150    22.38     0.63     0.63
  6.87200    22.44     0.63     0.63
  6.87250    22.50     0.65     0.65
  6.87300    22.54     0.65     0.65
  6.87350    22.55     0.65     0.65
  6.87400    22.57     0.65     0.65
  6.87450    22.56     0.65     0.65
  6.87500    22.53     0.65     0.65
  6.87550    22.50     0.65     0.65
  6.87600    22.47     0.65     0.65
  6.87650    22.43     0.65     0.65
  6.87700    22.41     0.65     0.65
  6.87750    22.39     0.65     0.65
  6.87800    22.38     0.65     0.65
  6.87850    22.39     0.65     0.65
  6.87900    22.42     0.65     0.65
  6.87950    22.45     0.65     0.65
  6.88000    22.49     0.65     0.65
  6.88050    22.53     0.65     0.65
  6.88100    22.57     0.65     0.65
  6.88150    22.61     0.65     0.65
  6.88200    22.65     0.65     0.65
  6.88250    22.68     0.65     0.65
  6.88300    22.71     0.65     0.65
  6.88350    22.74     0.65     0.65
  6.88400    22.74     0.65     0.65
  6.88450    22.73     0.65     0.65
  6.88500    22.71     0.65     0.65
  6.88550    22.68     0.65     0.65
  6.88600    22.62     0.65     0.65
  6.88650    22.57     0.65     0.65
  6.88700    22.50     0.65     0.65
  6.88750    22.44     0.65     0.65
  6.88800    22.38     0.65     0.65
  6.88850    22.34     0.65     0.65
  6.88900    22.31     0.65     0.65
  6.88950    22.30     0.65     0.65
  6.89000    22.30     0.65     0.65
  6.89050    22.32     0.65     0.65
  6.89100    22.35     0.65     0.65
  6.89150    22.39     0.65     0.65
  6.89200    22.42     0.65     0.65
  6.89250    22.45     0.65     0.65
  6.89300    22.46     0.65     0.65
  6.89350    22.47     0.65     0.65
  6.89400    22.46     0.65     0.65
  6.89450    22.44     0.65     0.65
  6.89500    22.42     0.65     0.65
  6.89550    22.38     0.65     0.65
  6.89600    22.33     0.65     0.65
  6.89650    22.30     0.65     0.65
  6.89700    22.26     0.65     0.65
  6.89750    22.26     0.66     0.66
  6.89800    22.27     0.66     0.66
  6.89850    22.33     0.66     0.66
  6.89900    22.42     0.66     0.66
  6.89950    22.54     0.66     0.66
  6.90000    22.72     0.66     0.66
  6.90050    22.96     0.66     0.66
  6.90100    23.23     0.66     0.66
  6.90150    23.56     0.67     0.67
  6.90200    23.91     0.67     0.67
  6.90250    24.32     0.67     0.67
  6.90300    24.79     0.67     0.67
  6.90350    25.32     0.67     0.67
  6.90400    25.91     0.67     0.67
  6.90450    26.57     0.67     0.67
  6.90500    27.30     0.67     0.67
  6.90550    28.07     0.67     0.67
  6.90600    28.88     0.67     0.67
  6.90650    29.66     0.67     0.67
  6.90700    30.42     0.67     0.67
  6.90750    31.12     0.67     0.67
  6.90800    31.74     0.67     0.67
  6.90850    32.25     0.67     0.67
  6.90900    32.64     0.67     0.67
  6.90950    32.90     0.67     0.67
  6.91000    33.04     0.67     0.67
  6.91050    33.03     0.67     0.67
  6.91100    32.91     0.67     0.67
  6.91150    32.67     0.67     0.67
  6.91200    32.33     0.67     0.67
  6.91250    31.91     0.68     0.68
  6.91300    31.41     0.68     0.68
  6.91350    30.84     0.68     0.68
  6.91400    30.21     0.68     0.68
  6.91450    29.53     0.68     0.68
  6.91500    28.82     0.68     0.68
  6.91550    28.09     0.68     0.68
  6.91600    27.37     0.68     0.68
  6.91650    26.69     0.68     0.68
  6.91700    26.08     0.68     0.68
  6.91750    25.52     0.68     0.68
  6.91800    25.06     0.68     0.68
  6.91850    24.68     0.68     0.68
  6.91900    24.36     0.68     0.68
  6.91950    24.14     0.68     0.68
  6.92000    23.95     0.68     0.68
  6.92050    23.84     0.68     0.68
  6.92100    23.75     0.68     0.68
  6.92150    23.69     0.68     0.68
  6.92200    23.64     0.68     0.68
  6.92250    23.61     0.68     0.68
  6.92300    23.58     0.68     0.68
  6.92350    23.53     0.68     0.68
  6.92400    23.49     0.68     0.68
  6.92450    23.43     0.68     0.68
  6.92500    23.37     0.70     0.70
  6.92550    23.29     0.70     0.70
  6.92600    23.21     0.70     0.70
  6.92650    23.14     0.70     0.70
  6.92700    23.06     0.70     0.70
  6.92750    23.00     0.70     0.70
  6.92800    22.94     0.70     0.70
  6.92850    22.91     0.70     0.70
  6.92900    22.89     0.70     0.70
  6.92950    22.89     0.70     0.70
  6.93000    22.89     0.70     0.70
  6.93050    22.91     0.70     0.70
  6.93100    22.93     0.70     0.70
  6.93150    22.95     0.70     0.70
  6.93200    22.95     0.70     0.70
  6.93250    22.95     0.70     0.70
  6.93300    22.95     0.70     0.70
  6.93350    22.93     0.70     0.70
  6.93400    22.89     0.70     0.70
  6.93450    22.87     0.70     0.70
  6.93500    22.84     0.70     0.70
  6.93550    22.81     0.70     0.70
  6.93600    22.78     0.71     0.71
  6.93650    22.76     0.71     0.71
  6.93700    22.76     0.71     0.71
  6.93750    22.76     0.71     0.71
  6.93800    22.78     0.71     0.71
  6.93850    22.82     0.71     0.71
  6.93900    22.86     0.71     0.71
  6.93950    22.92     0.71     0.71
  6.94000    22.98     0.71     0.71
  6.94050    23.04     0.71     0.71
  6.94100    23.10     0.71     0.71
  6.94150    23.16     0.71     0.71
  6.94200    23.21     0.71     0.71
  6.94250    23.25     0.71     0.71
  6.94300    23.30     0.71     0.71
  6.94350    23.33     0.71     0.71
  6.94400    23.33     0.71     0.71
  6.94450    23.33     0.71     0.71
  6.94500    23.34     0.71     0.71
  6.94550    23.32     0.71     0.71
  6.94600    23.30     0.73     0.73
  6.94650    23.28     0.73     0.73
  6.94700    23.26     0.73     0.73
  6.94750    23.26     0.73     0.73
  6.94800    23.28     0.73     0.73
  6.94850    23.31     0.73     0.73
  6.94900    23.36     0.73     0.73
  6.94950    23.44     0.73     0.73
  6.95000    23.52     0.73     0.73
  6.95050    23.61     0.73     0.73
  6.95100    23.69     0.73     0.73
  6.95150    23.76     0.73     0.73
  6.95200    23.80     0.73     0.73
  6.95250    23.81     0.73     0.73
  6.95300    23.79     0.73     0.73
  6.95350    23.73     0.73     0.73
  6.95400    23.63     0.73     0.73
  6.95450    23.51     0.73     0.73
  6.95500    23.36     0.73     0.73
  6.95550    23.21     0.74     0.74
  6.95600    23.05     0.74     0.74
  6.95650    22.90     0.74     0.74
  6.95700    22.78     0.74     0.74
  6.95750    22.69     0.74     0.74
  6.95800    22.65     0.74     0.74
  6.95850    22.64     0.74     0.74
  6.95900    22.67     0.74     0.74
  6.95950    22.74     0.74     0.74
  6.96000    22.83     0.74     0.74
  6.96050    22.92     0.74     0.74
  6.96100    23.01     0.74     0.74
  6.96150    23.11     0.74     0.74
  6.96200    23.19     0.74     0.74
  6.96250    23.24     0.74     0.74
  6.96300    23.27     0.74     0.74
  6.96350    23.29     0.74     0.74
  6.96400    23.28     0.74     0.74
  6.96450    23.26     0.74     0.74
  6.96500    23.23     0.74     0.74
  6.96550    23.18     0.76     0.76
  6.96600    23.15     0.76     0.76
  6.96650    23.11     0.76     0.76
  6.96700    23.09     0.76     0.76
  6.96750    23.11     0.76     0.76
  6.96800    23.14     0.76     0.76
  6.96850    23.21     0.76     0.76
  6.96900    23.30     0.76     0.76
  6.96950    23.42     0.76     0.76
  6.97000    23.56     0.76     0.76
  6.97050    23.70     0.76     0.76
  6.97100    23.86     0.76     0.76
  6.97150    24.00     0.76     0.76
  6.97200    24.17     0.76     0.76
  6.97250    24.35     0.76     0.76
  6.97300    24.57     0.76     0.76
  6.97350    24.82     0.76     0.76
  6.97400    25.18     0.76     0.76
  6.97450    25.59     0.76     0.76
  6.97500    26.12     0.76     0.76
  6.97550    26.79     0.77     0.77
  6.97600    27.62     0.77     0.77
  6.97650    28.60     0.77     0.77
  6.97700    29.78     0.77     0.77
  6.97750    31.24     0.77     0.77
  6.97800    32.92     0.77     0.77
  6.97850    34.86     0.77     0.77
  6.97900    36.96     0.77     0.77
  6.97950    39.23     0.77     0.77
  6.98000    41.49     0.77     0.77
  6.98050    43.75     0.77     0.77
  6.98100    45.87     0.77     0.77
  6.98150    47.87     0.77     0.77
  6.98200    49.71     0.77     0.77
  6.98250    51.39     0.77     0.77
  6.98300    52.89     0.77     0.77
  6.98350    54.22     0.77     0.77
  6.98400    55.27     0.78     0.78
  6.98450    56.10     0.78     0.78
  6.98500    56.55     0.78     0.78
  6.98550    56.64     0.79     0.79
  6.98600    56.32     0.79     0.79
  6.98650    55.59     0.79     0.79
  6.98700    54.46     0.79     0.79
  6.98750    52.90     0.79     0.79
  6.98800    51.08     0.79     0.79
  6.98850    48.95     0.79     0.79
  6.98900    46.70     0.79     0.79
  6.98950    44.31     0.79     0.79
  6.99000    41.99     0.79     0.79
  6.99050    39.75     0.79     0.79
  6.99100    37.70     0.79     0.79
  6.99150    35.79     0.79     0.79
  6.99200    34.09     0.79     0.79
  6.99250    32.54     0.79     0.79
  6.99300    31.19     0.79     0.79
  6.99350    29.93     0.79     0.79
  6.99400    28.86     0.79     0.79
  6.99450    27.90     0.79     0.79
  6.99500    27.06     0.79     0.79
  6.99550    26.35     0.79     0.79
  6.99600    25.77     0.79     0.79
  6.99650    25.29     0.80     0.80
  6.99700    24.86     0.80     0.80
  6.99750    24.53     0.80     0.80
  6.99800    24.26     0.80     0.80
  6.99850    24.04     0.80     0.80
  6.99900    23.87     0.81     0.81
  6.99950    23.77     0.81     0.81
  7.00000    23.70     0.81     0.81
  7.00050    23.00     1.24     1.24
  7.00100    22.99     1.24     1.24
  7.00150    22.97     1.23     1.23
  7.00200    22.96     1.23     1.23
  7.00250    22.94     1.22     1.22
  7.00300    22.92     1.22     1.22
  7.00350    22.90     1.20     1.20
  7.00400    22.88     1.20     1.20
  7.00450    22.84     1.19     1.19
  7.00500    22.82     1.19     1.19
  7.00550    22.80     1.18     1.18
  7.00600    22.77     1.18     1.18
  7.00650    22.75     1.17     1.17
  7.00700    22.74     1.17     1.17
  7.00750    22.74     1.15     1.15
  7.00800    22.75     1.15     1.15
  7.00850    22.78     1.14     1.14
  7.00900    22.79     1.14     1.14
  7.00950    22.84     1.13     1.13
  7.01000    22.89     1.13     1.13
  7.01050    22.93     1.12     1.12
  7.01100    22.99     1.12     1.12
  7.01150    23.05     1.10     1.10
  7.01200    23.09     1.10     1.10
  7.01250    23.14     1.09     1.09
  7.01300    23.19     1.09     1.09
  7.01350    23.24     1.09     1.09
  7.01400    23.30     1.08     1.08
  7.01450    23.35     1.08     1.08
  7.01500    23.41     1.07     1.07
  7.01550    23.47     1.07     1.07
  7.01600    23.52     1.05     1.05
  7.01650    23.56     1.05     1.05
  7.01700    23.61     1.04     1.04
  7.01750    23.63     1.04     1.04
  7.01800    23.64     1.03     1.03
  7.01850    23.65     1.03     1.03
  7.01900    23.64     1.02     1.02
  7.01950    23.62     1.02     1.02
  7.02000    23.58     1.02     1.02
  7.02050    23.55     1.00     1.00
  7.02100    23.51     1.00     1.00
  7.02150    23.47     0.99     0.99
  7.02200    23.42     0.99     0.99
  7.02250    23.39     0.98     0.98
  7.02300    23.35     0.98     0.98
  7.02350    23.32     0.97     0.97
  7.02400    23.30     0.97     0.97
  7.02450    23.30     0.97     0.97
  7.02500    23.30     0.95     0.95
  7.02550    23.32     0.96     0.96
  7.02600    23.36     0.94     0.94
  7.02650    23.41     0.94     0.94
  7.02700    23.46     0.93     0.93
  7.02750    23.52     0.93     0.93
  7.02800    23.59     0.93     0.93
  7.02850    23.65     0.92     0.92
  7.02900    23.70     0.92     0.92
  7.02950    23.74     0.90     0.90
  7.03000    23.77     0.90     0.90
  7.03050    23.79     0.91     0.91
  7.03100    23.80     0.89     0.89
  7.03150    23.80     0.89     0.89
  7.03200    23.81     0.88     0.88
  7.03250    23.81     0.88     0.88
  7.03300    23.81     0.88     0.88
  7.03350    23.83     0.87     0.87
  7.03400    23.85     0.87     0.87
  7.03450    23.89     0.87     0.87
  7.03500    23.94     0.85     0.85
  7.03550    23.99     0.86     0.86
  7.03600    24.05     0.84     0.84
  7.03650    24.11     0.84     0.84
  7.03700    24.17     0.84     0.84
  7.03750    24.24     0.83     0.83
  7.03800    24.29     0.83     0.83
  7.03850    24.33     0.83     0.83
  7.03900    24.36     0.82     0.82
  7.03950    24.38     0.82     0.82
  7.04000    24.38     0.82     0.82
  7.04050    24.36     0.80     0.80
  7.04100    24.33     0.80     0.80
  7.04150    24.28     0.81     0.81
  7.04200    24.23     0.79     0.79
  7.04250    24.19     0.79     0.79
  7.04300    24.15     0.79     0.79
  7.04350    24.12     0.78     0.78
  7.04400    24.08     0.78     0.78
  7.04450    24.07     0.78     0.78
  7.04500    24.08     0.77     0.77
  7.04550    24.08     0.77     0.77
  7.04600    24.10     0.77     0.77
  7.04650    24.12     0.75     0.75
  7.04700    24.13     0.75     0.75
  7.04750    24.15     0.75     0.75
  7.04800    24.17     0.74     0.74
  7.04850    24.19     0.74     0.74
  7.04900    24.19     0.74     0.74
  7.04950    24.20     0.74     0.74
  7.05000    24.20     0.73     0.73
  7.05050    24.21     0.73     0.73
  7.05100    24.20     0.73     0.73
  7.05150    24.20     0.72     0.72
  7.05200    24.21     0.72     0.72
  7.05250    24.21     0.72     0.72
  7.05300    24.23     0.72     0.72
  7.05350    24.26     0.70     0.70
  7.05400    24.30     0.70     0.70
  7.05450    24.36     0.70     0.70
  7.05500    24.42     0.70     0.70
  7.05550    24.47     0.69     0.69
  7.05600    24.53     0.69     0.69
  7.05650    24.59     0.69     0.69
  7.05700    24.64     0.69     0.69
  7.05750    24.69     0.68     0.68
  7.05800    24.73     0.68     0.68
  7.05850    24.76     0.68     0.68
  7.05900    24.78     0.68     0.68
  7.05950    24.78     0.67     0.67
  7.06000    24.76     0.67     0.67
  7.06050    24.74     0.67     0.67
  7.06100    24.69     0.67     0.67
  7.06150    24.65     0.67     0.67
  7.06200    24.57     0.65     0.65
  7.06250    24.50     0.65     0.65
  7.06300    24.42     0.65     0.65
  7.06350    24.35     0.65     0.65
  7.06400    24.29     0.64     0.64
  7.06450    24.24     0.64     0.64
  7.06500    24.22     0.64     0.64
  7.06550    24.21     0.64     0.64
  7.06600    24.21     0.64     0.64
  7.06650    24.25     0.63     0.63
  7.06700    24.28     0.63     0.63
  7.06750    24.32     0.63     0.63
  7.06800    24.38     0.63     0.63
  7.06850    24.41     0.63     0.63
  7.06900    24.45     0.63     0.63
  7.06950    24.48     0.62     0.62
  7.07000    24.49     0.62     0.62
  7.07050    24.49     0.62     0.62
  7.07100    24.47     0.62     0.62
  7.07150    24.44     0.62     0.62
  7.07200    24.39     0.62     0.62
  7.07250    24.34     0.60     0.60
  7.07300    24.28     0.60     0.60
  7.07350    24.22     0.60     0.60
  7.07400    24.16     0.60     0.60
  7.07450    24.11     0.60     0.60
  7.07500    24.07     0.60     0.60
  7.07550    24.05     0.59     0.59
  7.07600    24.06     0.59     0.59
  7.07650    24.07     0.59     0.59
  7.07700    24.10     0.59     0.59
  7.07750    24.15     0.59     0.59
  7.07800    24.22     0.59     0.59
  7.07850    24.28     0.59     0.59
  7.07900    24.36     0.58     0.58
  7.07950    24.42     0.58     0.58
  7.08000    24.47     0.58     0.58
  7.08050    24.52     0.58     0.58
  7.08100    24.56     0.58     0.58
  7.08150    24.59     0.58     0.58
  7.08200    24.61     0.58     0.58
  7.08250    24.63     0.58     0.58
  7.08300    24.66     0.57     0.57
  7.08350    24.69     0.57     0.57
  7.08400    24.73     0.57     0.57
  7.08450    24.78     0.57     0.57
  7.08500    24.82     0.57     0.57
  7.08550    24.88     0.57     0.57
  7.08600    24.92     0.57     0.57
  7.08650    24.98     0.57     0.57
  7.08700    25.01     0.57     0.57
  7.08750    25.04     0.57     0.57
  7.08800    25.06     0.55     0.55
  7.08850    25.07     0.55     0.55
  7.08900    25.06     0.56     0.56
  7.08950    25.05     0.56     0.56
  7.09000    25.04     0.56     0.56
  7.09050    25.03     0.56     0.56
  7.09100    25.02     0.56     0.56
  7.09150    25.03     0.56     0.56
  7.09200    25.06     0.56     0.56
  7.09250    25.09     0.56     0.56
  7.09300    25.13     0.56     0.56
  7.09350    25.21     0.54     0.54
  7.09400    25.26     0.54     0.54
  7.09450    25.33     0.54     0.54
  7.09500    25.39     0.54     0.54
  7.09550    25.46     0.54     0.54
  7.09600    25.52     0.54     0.54
  7.09650    25.58     0.54     0.54
  7.09700    25.64     0.54     0.54
  7.09750    25.69     0.54     0.54
  7.09800    25.75     0.54     0.54
  7.09850    25.81     0.54     0.54
  7.09900    25.87     0.54     0.54
  7.09950    25.91     0.54     0.54
  7.10000    25.96     0.54     0.54
  7.10050    25.99     0.54     0.54
  7.10100    26.01     0.53     0.53
  7.10150    26.01     0.53     0.53
  7.10200    26.02     0.53     0.53
  7.10250    25.99     0.53     0.53
  7.10300    25.99     0.53     0.53
  7.10350    25.98     0.53     0.53
  7.10400    25.97     0.53     0.53
  7.10450    25.97     0.53     0.53
  7.10500    25.99     0.53     0.53
  7.10550    26.02     0.53     0.53
  7.10600    26.07     0.53     0.53
  7.10650    26.14     0.53     0.53
  7.10700    26.21     0.53     0.53
  7.10750    26.29     0.53     0.53
  7.10800    26.37     0.53     0.53
  7.10850    26.44     0.53     0.53
  7.10900    26.48     0.53     0.53
  7.10950    26.51     0.53     0.53
  7.11000    26.53     0.53     0.53
  7.11050    26.54     0.52     0.52
  7.11100    26.54     0.52     0.52
  7.11150    26.55     0.52     0.52
  7.11200    26.55     0.52     0.52
  7.11250    26.57     0.52     0.52
  7.11300    26.59     0.52     0.52
  7.11350    26.63     0.52     0.52
  7.11400    26.68     0.52     0.52
  7.11450    26.72     0.52     0.52
  7.11500    26.75     0.52     0.52
  7.11550    26.79     0.52     0.52
  7.11600    26.80     0.52     0.52
  7.11650    26.80     0.52     0.52
  7.11700    26.79     0.52     0.52
  7.11750    26.78     0.52     0.52
  7.11800    26.74     0.52     0.52
  7.11850    26.72     0.52     0.52
  7.11900    26.70     0.52     0.52
  7.11950    26.68     0.52     0.52
  7.12000    26.66     0.52     0.52
  7.12050    26.64     0.52     0.52
  7.12100    26.61     0.52     0.52
  7.12150    26.58     0.52     0.52
  7.12200    26.54     0.52     0.52
  7.12250    26.49     0.52     0.52
  7.12300    26.45     0.52     0.52
  7.12350    26.40     0.52     0.52
  7.12400    26.34     0.52     0.52
  7.12450    26.27     0.52     0.52
  7.12500    26.21     0.52     0.52
  7.12550    26.16     0.52     0.52
  7.12600    26.11     0.52     0.52
  7.12650    26.07     0.52     0.52
  7.12700    26.04     0.52     0.52
  7.12750    26.01     0.52     0.52
  7.12800    25.99     0.52     0.52
  7.12850    25.98     0.52     0.52
  7.12900    25.97     0.52     0.52
  7.12950    25.96     0.52     0.52
  7.13000    25.95     0.52     0.52
  7.13050    25.94     0.52     0.52
  7.13100    25.93     0.52     0.52
  7.13150    25.93     0.52     0.52
  7.13200    25.92     0.52     0.52
  7.13250    25.89     0.52     0.52
  7.13300    25.89     0.51     0.51
  7.13350    25.88     0.51     0.51
  7.13400    25.87     0.51     0.51
  7.13450    25.87     0.51     0.51
  7.13500    25.89     0.51     0.51
  7.13550    25.94     0.51     0.51
  7.13600    26.01     0.51     0.51
  7.13650    26.11     0.51     0.51
  7.13700    26.22     0.51     0.51
  7.13750    26.35     0.51     0.51
  7.13800    26.49     0.51     0.51
  7.13850    26.61     0.51     0.51
  7.13900    26.74     0.51     0.51
  7.13950    26.85     0.51     0.51
  7.14000    26.95     0.51     0.51
  7.14050    27.02     0.51     0.51
  7.14100    27.09     0.51     0.51
  7.14150    27.14     0.51     0.51
  7.14200    27.19     0.51     0.51
  7.14250    27.22     0.51     0.51
  7.14300    27.25     0.51     0.51
  7.14350    27.28     0.51     0.51
  7.14400    27.31     0.51     0.51
  7.14450    27.35     0.51     0.51
  7.14500    27.36     0.51     0.51
  7.14550    27.40     0.51     0.51
  7.14600    27.41     0.51     0.51
  7.14650    27.42     0.51     0.51
  7.14700    27.42     0.51     0.51
  7.14750    27.40     0.51     0.51
  7.14800    27.38     0.51     0.51
  7.14850    27.36     0.51     0.51
  7.14900    27.32     0.51     0.51
  7.14950    27.29     0.51     0.51
  7.15000    27.27     0.51     0.51
  7.15050    27.23     0.51     0.51
  7.15100    27.21     0.51     0.51
  7.15150    27.20     0.51     0.51
  7.15200    27.19     0.53     0.53
  7.15250    27.21     0.53     0.53
  7.15300    27.21     0.53     0.53
  7.15350    27.25     0.53     0.53
  7.15400    27.28     0.53     0.53
  7.15450    27.31     0.53     0.53
  7.15500    27.34     0.53     0.53
  7.15550    27.37     0.53     0.53
  7.15600    27.38     0.53     0.53
  7.15650    27.38     0.53     0.53
  7.15700    27.38     0.53     0.53
